Topic,Count,Name,Representation,Representative_Docs
312,31,312_trial_jurors_guilty_rodney,"['trial', 'jurors', 'guilty', 'rodney', 'george', 'floyd', 'floyds', 'teeet', 'defamation', '1c1lr0ijpa']","['@abc7 george floyd is not on trial.', 'y’all gotta watch this george floyd trial', 'are you all watching george floyd trial ?']"
313,30,313_fitness_portlandoregon_smallstreamer_yoga,"['fitness', 'portlandoregon', 'smallstreamer', 'yoga', 'twitch', 'igor', 'twitchstreamer', 'workout', 'smallstreamercommunity', 'streamers']","['twitchstreamer \nsmallstreamer \nblacklivesmatter \nportlandoregon \nfitness \nsmallstreamercommunity\nlogic… https://t.co/inlpcsweww', 'new youtube video out ! link in bio !\n\ntwitch\nsmallstreamer \nblacklivesmatter \nportlandoregon \nfitness… https://t.co/wns1nvfnpf', 'twitch\nsmallstreamer \nblacklivesmatter \nportlandoregon \nfitness \nsmallstreamercommunity\nlogic… https://t.co/tgqhmz0ido']"
314,30,314_blacklivesmatters_protecttranslives_museumworkers_karonhylton,"['blacklivesmatters', 'protecttranslives', 'museumworkers', 'karonhylton', 'translivesmatters', 'endsars', 'takeaknee', 'laprotest', 'dodgers', 'together']","['blacklivesmatters', 'blacklivesmatters', 'blacklivesmatters']"
315,30,315_dumbies_democrates_biden2020_defundpolice,"['dumbies', 'democrates', 'biden2020', 'defundpolice', 'speakerpelosi', 'liberal', 'gavinnewsom', 'acab', 'joebiden', 'democratsruinca']","['biden2020 democrates dumbies defundpolice blm acab liberal @speakerpelosi  @joebiden  @gavinnewsom', 'biden2020 democrates dumbies defundpolice blm acab liberal @speakerpelosi  @joebiden  @gavinnewsom', 'biden2020 democrates dumbies defundpolice blm acab liberal @speakerpelosi  @joebiden  @gavinnewsom']"
316,30,316_defundthepolice_defundpolice_webldpwr_02ha5xz9qs,"['defundthepolice', 'defundpolice', 'webldpwr', '02ha5xz9qs', 'o5sqtaor2y', 'si5nt1kmyc', 'oomqxzyvdf', 'unactionable', 'rxu7ssjrwm', 'nomoretwoparties']","['i love defundthepolice, because unlike blacklivesmatter which is true but unactionable, or abolishpolice, which… https://t.co/02ha5xz9qs', 'good primer for all of us on team blacklivesmatter to succinctly explain defundthepolice in a way that mayyyyyybe… https://t.co/zm0b3knyyn', 'blacklivesmatter blm blmla defundthepolice defundpolice defendblacklife \n\n@blmla \n@webldpwr @ montebello, cal… https://t.co/kirtlyijlk']"
317,30,317_theshowmustbepaused_wehoprotest_pow_istandwithyou,"['theshowmustbepaused', 'wehoprotest', 'pow', 'istandwithyou', 'design', 'chris', 'laprotest', '2vz8lodyko', 'v7dj87sxqt', 'uscsocialwork']","['blacklivesmatters \ntheshowmustbepaused https://t.co/v7dj87sxqt', 'blacklivesmatter theshowmustbepaused istandwithyou @ chris pow design https://t.co/jq8gt1ejqp', 'blacklivesmatter theshowmustbepaused istandwithyou @ chris pow design https://t.co/2vz8lodyko']"
318,29,318_pigs_pig_badges_animals,"['pigs', 'pig', 'badges', 'animals', 'animal', 'footslugs', 'everday', 'dc65dhkh6q', 'corrupta', '6n1783dr8g']","['evil ass pigs!!! blacklivesmatter', 'fuck these pigs blacklivesmatter', 'fuck the pigs black lives matter']"
319,29,319_angeles_los_ángeles_tocqskl2ff,"['angeles', 'los', 'ángeles', 'tocqskl2ff', '8elfdzfl6o', 'artistsontwitter', '6bxxcf0jqz', '5gme2jiixm', '5ebur6pkbw', 'vkwbq3jan7']","['recent work. sums up my 2020 🖤✨💎 blacklivesmatter blm angels warriors god artistsontwitter artforsale https://t.co/iwoc93auhe', 'blacklivesmatter 🎧🎬🎧 tune @shaq https://t.co/8elfdzfl6o dopemixradio 🎤👀 playing now culture @ los angeles, calif… https://t.co/rsqduwdukg', 'los angeles blacklivesmatter']"
320,29,320_violence_silence_killing_stop,"['violence', 'silence', 'killing', 'stop', 'systemized', 'slow', 'iq9qlnz38f', 'vxo4jcm0p0', 'ada96lnsoo', 'xb3g3nh19b']","['white silence is violence. blacklivesmatter', 'silence is violence\n\nblacklivesmatter', 'silence is violence blacklivesmatter']"
321,29,321_cant_breathe_iced_wont,"['cant', 'breathe', 'iced', 'wont', 'coffee', 'running', 'leave', 'im', 'help', 'out']","['i cant breathe', 'i cant breathe', 'i cant breathe']"
322,29,322_flag_magggran_oceanlove500_american,"['flag', 'magggran', 'oceanlove500', 'american', 'flags', 'background', 'schools', 'fly', 'htf5wagkjp', 'zfyce4npxj']","['@seanmmitchell @joebiden no, but i saw a pickup with a usa flag flying and a blm flag.', 'real patriots would never fly an american flag next to a confederate flag or nazi flag, stupid uneducated fucks… https://t.co/pnujzlseox', '@realmattcouch wtf is a blm flag anyway??? who fucking cares! there should only be one flag! an american flag!!!!!!!!!!']"
323,29,323_neg_test_tested_symptoms,"['neg', 'test', 'tested', 'symptoms', 'covid', 'tests', 'pos', 'false', 'negs', 'positive']","['rudolph seems like the type to test positive for covid and then tell everyone he tested neg just because he’s asymptomatic', 'test is neg. it was done day 15+i had been feeling better thankfully. friend this wk also tested neg in hospital w/… https://t.co/s3dgctjzu3', 'man was worried about moms neg test then pos test then they said it was really neg test wtf is goin on']"
324,29,324_justicenow_justiceforbreonnataylor_breonnataylor_justiceforjacobblake,"['justicenow', 'justiceforbreonnataylor', 'breonnataylor', 'justiceforjacobblake', 'justiceforbreonna', 'breonnataylorskillersarefree', 'justiceforelijahmcclain', 'lebron', 'justiceforbreonnatalyor', 'confirmed']","['justiceforbreonnataylor breonnataylor justicenow blacklivesmatter', 'justiceforbreonnataylor breonnataylor justicenow blacklivesmatter', 'justiceforbreonnataylor breonnataylor justicenow blacklivesmatter']"
325,29,325_bike_bikeridesforblacklives_bikers4blm_bikers,"['bike', 'bikeridesforblacklives', 'bikers4blm', 'bikers', 'bhpd', 'biker', 'ride', 'blackcyclist', 'blacklivesmatterla', 'bikela']","['blacklivesmatter in front of bhpd!! bikers4blm blacklivesmatterla https://t.co/lijizrhco8', 'blacklivesmatter in front of bhpd! bikers4blm blacklivesmatterla https://t.co/1x34e8n4tf', 'georgefloyd blacklivesmatter downtownla losangeles bike biker dtla @ los angeles, california https://t.co/ohoxflsvtl']"
326,29,326_watch_swift_intelligent_kick,"['watch', 'swift', 'intelligent', 'kick', 'lovecrafthbo', 'sexy', 'gutjmsrp92', 'oyjg8rc5fr', 'película', 'k2kpm228wx']","['if blacklivesmatter you will want to watch “lovecraft country” so far it is an intelligent, sexy, swift kick in th… https://t.co/oyjg8rc5fr', 'if blacklivesmatter\xa0\xa0 you will want to watch @lovecrafthbo          it is an intelligent, sexy, swift kick in the… https://t.co/auln4zz0rc', 'if blacklivesmatter\xa0 you will want to watch @lovecrafthbo country” so far it is an intelligent, sexy, swift kick i… https://t.co/eqhsm2r2yv']"
327,29,327_email_loops_wcfw0tqxcm_observations,"['email', 'loops', 'wcfw0tqxcm', 'observations', 'katiaady', 'summaries', 'jst', 'forgot', 'trippin', 'payback']","['blm\nbelt loops matter\npull up your pants', '@chrislhayes just working on catching up to blm and we’re jst getting started 🤫payback https://t.co/wcfw0tqxcm', '@katiaady is it helpful? i really can’t say. is it a trend? most def. as long as  blm isn’t used i’m not trippin']"
328,29,328_faggot_faggots_pixie_hathaway,"['faggot', 'faggots', 'pixie', 'hathaway', 'hahhaa', 'frankybrokeboi', 'carrot', 'craving', 'manic', 'fag']","['faggot', 'faggot', 'faggot']"
329,29,329_tattoo_tattoos_tattooed_guy,"['tattoo', 'tattoos', 'tattooed', 'guy', 'andrewyang', 'ibm', 'ualbany', 'shaman', 'stepbrother', 'yneqcu73of']","['guy with swastika tattoo complains about nazi comparisons, says it’s just a tattoo.', 'seen a guy with a nazi tattoo at my job today... i hate it here man', 'seen a guy with a nazi tattoo today 🤠i hate it here']"
330,29,330_kemp_brian_governor_arbery,"['kemp', 'brian', 'governor', 'arbery', 'ahmaud', 'petition', 'sign', 'change', 'via', 'justice']","['governor brian kemp: justice for ahmaud arbery - sign the petition! https://t.co/azdwbkohce via @change', 'governor brian kemp: justice for ahmaud arbery - sign the petition! https://t.co/eu8xn4dg2b via @change', 'governor brian kemp: justice for ahmaud arbery - sign the petition! https://t.co/eqtnmi4npa via @change']"
331,28,331_republican_party_republicans_sad,"['republican', 'party', 'republicans', 'sad', 'fact', 'nazis', 'peepin', 'exgoper', 'lady_savant', 'minucule']","['@marcorubio not every republican is a nazi \n\nbut every nazi is a republican \n\nincluding your party leader', 'republicans are, the nazi party!!', 'the republican party is the new party of the nazis']"
332,28,332_remembrance_international_holocaust_day,"['remembrance', 'international', 'holocaust', 'day', 'marks', 'commemoration', 'holocaustremembranceday', 'wednesday', '2021', 'memorial']","['""wednesday marks international holocaust remembrance day""  https://t.co/2dz24iiyep', 'honoring holocaust remembrance day today 🕯', 'holocaust remembrance day - never forget!']"
333,28,333_abolishthepolice_abolishpolice_abolishice_abolishlapd,"['abolishthepolice', 'abolishpolice', 'abolishice', 'abolishlapd', 'defundthepolice', 'abolish', 'older', 'relevant', 'w2fdnuhmti', 'uuxzbmeqlg']","[""i'll i can say us wow.  just wow. defundthepolice abolishthepolice blacklivesmatter"", 'breonnataylor abolishthepolice', 'blacklivesmatter abolishthepolice']"
334,28,334_jigga_verse_clever_nickiminaj,"['jigga', 'verse', 'clever', 'nickiminaj', 'tryna', 'eat', 'boo', 'lure', 'jeeves', 'wodehouse']","[""that verse and after jigga hit me in the face with 'kennedy style, with ya memory out. the fuck y'all want, daddio… https://t.co/xdnk6it6sg"", ""“he tryna eat it up, ‘i said, come and get it, boo’\nwhile i count a mill', jigga what? jigga who?”\n\nthat’s hard @nickiminaj"", '“he tryna eat it up ‘i said come get it boo’, while i count a mil, jigga what, jigga who” very clever @nickiminaj very fucking clever']"
335,28,335_looting_stores_mourning_george,"['looting', 'stores', 'mourning', 'george', 'floyd', 'anymore', '3dvnfvwq4b', 'km1vxmtjfx', 'businesse', 'cwzdfr9x7u']","['yes justice for george floyd but i ain’t for all the looting and citizen acting reckless, vandalizing stores, feeli… https://t.co/934xqxycjx', 'the looting has gotten out of hand, it isn’t about george floyd anymore.', 'looting isn’t about george floyd anymore im sorry but this is my opinion']"
336,28,336_slavery_reparations_congress_urge,"['slavery', 'reparations', 'congress', 'urge', '40', 'gt', 'crow', 'members', 'exists', 'svszmmuat8']","['the time for reparations for slavery is now. join me and urge your members of congress support h.r. 40. https://t.co/25toix4ajn', 'the time for reparations for slavery is now. join me and urge your members of congress support h.r. 40. https://t.co/f0xv5lkxtt', 'reparations are due for slavery and racism.']"
337,28,337_aggravated_battery_classified_believe,"['aggravated', 'battery', 'classified', 'believe', 'matter', 'police', 'lives', 'rico_nastyy', 'polícia', 'gc7jjidmiy']","['only in the us is murder of a black man classified as “aggravated battery” blm', 'only in the us is murder of a black man classified as “aggravated battery” blm', 'nos estados unidos, mulheres e homens negros têm mais chances de serem mortos pela polícia, segundo um estudo do jo… https://t.co/8cajvzxz1q']"
338,28,338_charged_derek_chauvin_degree,"['charged', 'derek', 'chauvin', 'degree', 'murder', 'custody', 'officer', 'companions', 'manslaughter', 'accessory']","['derek chauvin should be charged with murder. his companions tou thao, thomas lane and j alexander kueng should be charged without accessory.', 'derek chauvin should be charged with murder. his companions tou thao, thomas lane and j alexander kueng should be charged with  accessory.', 'just in: officer derek chauvin has been charged with the murder of george floyd.']"
339,28,339_sayhername_justiceforbreonnataylor_justiceforvannessaguillen_justiceforcannon,"['sayhername', 'justiceforbreonnataylor', 'justiceforvannessaguillen', 'justiceforcannon', 'sayhisname', 'justiceforbreonna', 'niguel', 'laguna', '1dxeom1jki', 'tbot4wyewt']","['laguna niguel may 5th right now we’ll be here all night. sayhername justiceforbreonnataylor https://t.co/c8jajqke21', 'newprofilepic sayhername justiceforvannessaguillen justiceforbreonnataylor https://t.co/nbkkbubkfx', 'justiceforvannessaguillen\njusticeforbreonnataylor\nsayhername https://t.co/odzhlkiu78']"
340,28,340_vida_matter_lives_suela,"['vida', 'matter', 'lives', 'suela', 'mc_barrett', 'alta', 'stephonclark', 'screamhere', 'walter', 'necesito']","['black lives matter ✊🏿✊🏽✊🏼', 'black lives matter 👊🏽', 'necesito con mi vida y en mi vida ese par de converse negros de suela alta, 😭😭😭.']"
341,27,341_icantbreathe_0hu4brchno_ybzqqonmmm_2z1zdw4i2d,"['icantbreathe', '0hu4brchno', 'ybzqqonmmm', '2z1zdw4i2d', 'envi', 'bjkfc6xekc', '4tx2rhomnt', 'zipgpby8du', 'ftptrim9xa', 'gxexmafloj']","['icantbreathe prayforpeace romans211 https://t.co/tubnxm0h4q', '@sollybandz_ @nickbe2lit icantbreathe istanminneapolis https://t.co/clsyi9wkzt', 'new episode🚨\n\n@nwf’s @ejinaction explains why icantbreathe has become a rallying cry for tackling deep-seated envi… https://t.co/i2s5z4w5qo']"
342,27,342_exclusive_digital_patriot_silent,"['exclusive', 'digital', 'patriot', 'silent', 'cannot', 'act', 'silence', 'stay', 'youtube', 'demconvention']","['we cannot stay silent about george floyd | patriot act digital exclusive... https://t.co/0feelnnurn via @youtube', 'we cannot stay silent about george floyd | patriot act digital exclusive... https://t.co/d9xnfucroo via @youtube', 'we cannot stay silent about george floyd | patriot act digital exclusive... https://t.co/e9gmm7o4ij via @youtube']"
343,27,343_disgusting_boil_vile_gross,"['disgusting', 'boil', 'vile', 'gross', 'absolutely', 'mathieu_era', 'dosage', 'upped', 'postin', 'u8ciurfltp']","['this is absolutely fucking disgusting. blacklivesmatter', 'this is disgusting. blacklivesmatter', 'disgusting. blacklivesmatter']"
344,27,344_hooters_femboy_femboys_friday,"['hooters', 'femboy', 'femboys', 'friday', 'ztby11hljs', 'exploring', 'catgirl', 'dilf', 'dominos', 'chipotle']","['i am here for femboy hooters', 'we going to femboy hooters or what?', 'i want a femboy hooters now']"
345,27,345_asian_asians_hate_asianlivesmatter,"['asian', 'asians', 'hate', 'asianlivesmatter', 'ethnic', 'liberation', 'stop', 'yourmcmswcee', 'dffy6nchoi', 'professorfinese']","['おはようございます😃\nasian hate(差別)による暴行が増してる。\n\nblack lives matter の時と同じ。\nそして、black lives matter 抗議デモが盛んに行われてた街でしかasian hateが… https://t.co/dffy6nchoi', 'for the love of god please stop asian hate and remember that black lives matter', 'stop asian hate as asians continue to profile black people']"
346,27,346_grammar_corrects_sarcasm_spelling,"['grammar', 'corrects', 'sarcasm', 'spelling', 'internet', '1111talia', 'nsfwpoliticsnow', 'wtfkayla69', 'texasnash1', 'taylor___madee']","['fix that grammar for the nazis and you got yourself a damn fine sign', '@rexchapman an for the grammar nazis', 'thanks grammar nazi (sarcasm)']"
347,27,347_sayhername_crenshaw_justiceforbreonnataylor_district,"['sayhername', 'crenshaw', 'justiceforbreonnataylor', 'district', 'justiceforbreonna', 'firstgen', 'pzexur7ydr', '90cmegqclq', 'd293vapjlb', 'i1v4nsbi7w']","['sayhername justiceforbreonnataylor', 'sayhername justiceforbreonnataylor', 'sayhername justiceforbreonnataylor']"
348,27,348_terrorist_organization_domestic_group,"['terrorist', 'organization', 'domestic', 'group', 'terrorists', 'capital', 'matter', 'permitting', 'w1ymbnc6wp', 'xd70qffudh']","['remember when they said the black lives matter movement was a terrorist movement lol... where are those people now?', 'my cousin just called black lives matter a terrorist organization. i’m done.', 'black lives matter is a domestic terrorist organization.']"
349,27,349_blackandbrown_natives_indigenous_immigrants,"['blackandbrown', 'natives', 'indigenous', 'immigrants', 'abolitionist', 'lgbtq', 'indiginous', 'workingclass', 'county', 'blacklivesmatters']","['this is year around. \n\nblacklivesmatters blackandbrown lgbtq indigenous natives immigrants abolitionist… https://t.co/wle8konfgj', 'how much you need? \nblm blackandbrown lgbtq indigenous natives immigrants abolitionist @ los angeles county,… https://t.co/izv5onx9ad', 'blm blackandbrown lgbtq indigenous natives immigrants abolitionist @ los angeles county, california https://t.co/6jy2w4jm2n']"
350,26,350_lariots_looted_looting_breaking,"['lariots', 'looted', 'looting', 'breaking', 'monica', 'thegrovela', 'nordstrom', 'jewelry', 'store', 'santa']","['breaking: @audi santa monica has been broken into &amp; looted. georgefloyd lariots https://t.co/la4ffy3o4n', 'breaking: @audi santa monica has been broken into &amp; looted. georgefloyd lariots https://t.co/coqn6vfm7y', 'breaking: @nordstrom @thegrovela has been looted. georgefloyd lariots']"
351,26,351_mood_current_mysticmetals_fuckfacism,"['mood', 'current', 'mysticmetals', 'fuckfacism', 'workingwhileblack', 'provided', 'fuckdonaldtrump', 'tiktok_us', 'everyday', 'fuckracism']","['current mood... breonnataylor https://t.co/z8yneiupoq', 'current mood... breonnataylor https://t.co/mzdhiqjh8f', 'mood\nfdt\nmood\nblacklivesmatter https://t.co/2zi8yod279']"
352,26,352_stopasianhate_california_angeles_los,"['stopasianhate', 'california', 'angeles', 'los', 'qjvpv9pju7', '3bzjkr0w3y', 'stt43dn1lw', '5ed4ilegw7', 't4uhqikgbq', 'urg9zaxddd']","['this weeks havik cover is in support for stopasianhate @ los angeles, california https://t.co/i05h6qpdwd', 'stopasianhate royalhouseofghassan princegharios elchemor @ beverly hills, california https://t.co/urg9zaxddd', 'thanks for posting @ash.ley.choi. spread the word. stopasianhate whiteterrorism @ los angeles, california https://t.co/3bzjkr0w3y']"
353,26,353_coon_ass_nigga_foo,"['coon', 'ass', 'nigga', 'foo', 'evn', 'luggage', 'nicca', '7i8oev8aka', 'iont', 'trina']","['coon ass nigga', 'coon ass nigga', 'coon ass shit']"
354,26,354_arrest_killed_cops_breonnataylor,"['arrest', 'killed', 'cops', 'breonnataylor', 'thenwestartedhavingsex', 'scorpiosky', 'tuesdaythoughts', 'belated', '94', 'wash']","['arrest the cops that killed  breonnataylor', 'arrest the cops that killed \nbreonnataylor', 'arrest the cops that killed breonnataylor']"
355,26,355_chain_break_won_know,"['chain', 'break', 'won', 'know', 'megankahn_3', 'coachgarnett', 'robgskeys', 'sfsundevil', 'levalley2020', 'quem']","['people i know who won’t break the chain. blacklivesmatter @robgskeys @coachgarnett @sfsundevil @levalley2020', 'blacklivesmatter                             people who i know that won’t break the chain:… https://t.co/pmusw6o3k3', 'blacklivesmatter                             people who i know that won’t break the chain:… https://t.co/6zvtlpjqrb']"
356,26,356_blacklivesmatterworldwide_shareblackstories_blacklivesmatterdc_blacklivesmatter,"['blacklivesmatterworldwide', 'shareblackstories', 'blacklivesmatterdc', 'blacklivesmatter', '1filjxni0v', 'td1hsnawo2', 's0pkeduqpq', 'kdhnlv8qxc', 't5ib0qzwqz', 'k5dyl8utds']","['blackhairstyles blackhair hairstyles blm blmmovement shareblackstories blacklivesmatter instagram… https://t.co/8agzolpkvu', 'onlyfansgirl onlyfansnewbie blacklivesmatter brazzers camgirlz blackgirlmagic footfettish footsie… https://t.co/vv5q1ttpg7', 'blacklivesmatter blacktuesday oneheart onelove black 8l4ck shareblackstories imblack helpustohelpyou help… https://t.co/ytdxufw71e']"
357,26,357_ayers_underground_weather_ties,"['ayers', 'underground', 'weather', 'ties', 'direct', 'bill', 'terrorists', 'megynkelly', 'marxist', 'organization']","['@amy_siskind @megynkelly blm is a marxist organization with direct ties to weather underground terrorists like bill ayers', '@megynkelly blm is a marxist organization with direct ties to weather underground terrorists like bill ayers', 'blm is a marxist organization with direct ties to weather underground terrorists like bill ayers']"
358,25,358_blackouttuesday_california_angeles_los,"['blackouttuesday', 'california', 'angeles', 'los', '0ikzsqz2mm', 'feqdrl4mgh', 'whxhuwujyt', 'bcegi8gd8i', '4y68tnclmk', '7gnir0bwl4']","['@skittles we need about 4 trucks delivered to black lives matter plaza stat! \ntastetherainbow (get better sugar please)', 'because they matter!!! \nporque elas importam!!!\n✊🏽 \nblacklivesmatter blm blackouttuesday vidasnegrasimportam @… https://t.co/x7o3bc1ihy', 'blackouttuesday blacklivesmatter todas nuestras vidas importan 🙏🏿🙏🏾🙏🏽🙏🙏🏻 @ los angeles, california https://t.co/oyukipkggg']"
359,25,359_organization_ziftp2g00h_sfy_sabotaged,"['organization', 'ziftp2g00h', 'sfy', 'sabotaged', 'isn8cjti2h', 'muchachita', 'patriqtscott', 'niagarasays', 'nih', 'obi7nibaey']","['@frolfdigest @geekoid @jon_sauls @portlandpolice @jackposobiec blm is an organization with costs and overhead. not… https://t.co/m77xcokuv2', '@superdevonte @sfy @marcelluswiley while that statment is true, the blm organization has sabotaged your efforts, fo… https://t.co/lsyeicxntg', 'truth oligarchy oligarch aka illuminati bigpharma billgatesfoundation  cdc biosolutions ama fda nih un… https://t.co/agbtuk44pm']"
360,25,360_teachers_school_parents_teacher,"['teachers', 'school', 'parents', 'teacher', 'ire', 'schools', 'curriculum', 'teaching', 'reveals', 'backed']","['california school board faces ire of parents after teacher reveals shocking union-backed blm curriculum https://t.co/oa1xxzrjxb', 'california school board faces ire of parents after teacher reveals shocking union-backed blm curriculum https://t.co/hx1ssz2tk5', 'california school board faces ire of parents after teacher reveals shocking union-backed blm curriculum https://t.co/hx1ssz2tk5']"
361,25,361_plaza_1600_satellite_incorporate,"['plaza', '1600', 'satellite', 'incorporate', 'address', 'maps', 'dc', 'street', 'perhaps', '20500']","['@realdonaldtrump i hope you like your new address  1600 blacklivesmatter plaza north west -washington dc 🙌🏼🖤', 'wait. is the white house address now “1600 black lives matter plaza”??', 'can you believe that donald trump now lives at 1600 black lives matter plaza.']"
362,25,362_violence_violent_ronduncan7_dorianphoenix21,"['violence', 'violent', 'ronduncan7', 'dorianphoenix21', 'lawlessness', 'denouncing', 'destruction', 'craigmelvin', 'cindjor', 'rtyson82']","['@ronduncan7 @dorianphoenix21 @craigmelvin yes, but the violence that has occurred in the blm movement is a tiny por… https://t.co/8yfviapgit', '@ronduncan7 @dorianphoenix21 @craigmelvin so mlk would not be denouncing the blm movement because violent acts only… https://t.co/qdltan0nb3', ""if blm isn't denouncing the violence and destruction, then they too, are part of the violence and destruction.""]"
363,25,363_hills_beverly_hill_tuolumne,"['hills', 'beverly', 'hill', 'tuolumne', 'us2sdbtxlq', 'california', 'hidden', 'county', 'uydfyac5e6', 'hotsauce']","['blm @ beverly hills, california https://t.co/g1e2buil0a', 'blm blacklivesmatter @ beverly hills, california https://t.co/73ptjbqvfx', 'blacklivesmatter georgefloyd @ beverly hills, california https://t.co/0nj4dbt8ob']"
364,25,364_punks_punk_skinheads_off,"['punks', 'punk', 'skinheads', 'off', 'fuck', 'scene', 'hb', 'yr', 'tough', 'lindalindas']","['nazi punks fuck off', 'nazi punks fuck off', 'fuck off nazi punks']"
365,25,365_jackie_johnson_september_failing,"['jackie', 'johnson', 'september', 'failing', 'arres', 'resign', 'months', 'arre', 'murderers', 'days']","['jackie johnson: demand d\u200b.\u200ba. jackie johnson resign for failing to arrest the murderers of ahmaud arbery - sign the… https://t.co/2wiwlqweww', 'jackie johnson: demand d\u200b.\u200ba. jackie johnson resign for failing to arrest the murderers of ahmaud arbery - sign the… https://t.co/1kl09djpfu', 'jackie johnson: demand d\u200b.\u200ba. jackie johnson resign for failing to arrest the murderers of ahmaud arbery - sign the… https://t.co/1uouaszfnw']"
366,25,366_b5dzzp6zgg_video_exposed_watch,"['b5dzzp6zgg', 'video', 'exposed', 'watch', 'own', 'must', 'inform', 'hypocrites', 'exposing', 'one']","['@waynedupreeshow this is a must watch video. blm exposed by one of their own. \nhttps://t.co/b5dzzp6zgg', '@charliekirk11 blm exposed by one of their own. must watch video. \nhttps://t.co/b5dzzp6zgg', '@breitbartnews this video is an must watch. blm exposed by one of their own. \nhttps://t.co/b5dzzp6zgg']"
367,25,367_democrats_owners_lincoln_were,"['democrats', 'owners', 'lincoln', 'were', 'freed', 'confederacy', 'republicans', 'slave', 'southern', 'owni']","['democrats made you slaves again', '@kingjames i guess you forgot history. democrats fought against lincoln. southern democrats were slave owners. the… https://t.co/fhxqj2na8y', 'when you find out that “democrats were the slave owners” so you give it a try 😂😂😂😂']"
368,25,368_mentalhealth_mentalhealthisreal_loveandbeloved_mental,"['mentalhealth', 'mentalhealthisreal', 'loveandbeloved', 'mental', 'phdodson', 'selfcare', 'health', 'mentally', 'illness', 'mentalhealthmatters']","['vote. please. blacklivesmatter mentalhealthisreal mentalhealth loveandbeloved phdodson [image:… https://t.co/sbrh0yw4y8', 'mentalhealthisreal mentalhealth blacklivesmatter podcast loveandbeloved', 'blacklivesmatter mentalhealthisreal mentalhealth loveandbeloved phdodson']"
369,25,369_derek_jail_chauvin_prison,"['derek', 'jail', 'chauvin', 'prison', 'released', 'deserve', 'mercy', 'sentence', 'deserves', '1m']","['derek chauvin doesn’t deserve a prison sentence; he does not deserve mercy. what that man deserves is to be dead &amp;… https://t.co/mtxfuewzkc', 'derek chauvin doesn’t deserve a prison sentence. he does not deserve mercy. what he deserves is to be dead, killed… https://t.co/2amdercyqf', 'derek chauvin doesn’t deserve a prison sentence; he does not deserve mercy. what that man deserves is to be dead &amp;… https://t.co/xc7ie7j7na']"
370,25,370_27_taylor_breonna_turned,"['27', 'taylor', 'breonna', 'turned', 'old', 'she', 'breonnataylorbirthday', 'today', 'emt', 'her']","['breonna taylor should have been 27 today. read her story, send an email,  sayhername. birthdayforbreonna', 'i turned 27 this year, but breonna taylor didn’t get to. that breaks my fucking heart. things have to change', 'breonna taylor woulda been shoulda been 27 years old today - 27 years old is when my life felt like it just got sta… https://t.co/7z7dabz87u']"
371,24,371_tweet_twitter_ladyantebellum_equalrights,"['tweet', 'twitter', 'ladyantebellum', 'equalrights', 'tweeted', 'azaba', 'xwpvcju39g', 'milis0885', 'womenworthwatching', 'jh5dqqqhnk']","['@pablolobato en el mundo mágico de twitter el negro de whasapp es más famoso que cortázar.', ""blacklivesmatter \nthat's it. that's the tweet."", '@milis0885 a este buey ya casi le tocaba, su problema es que no se la van a creer, por que usa peluquín negro azaba… https://t.co/shwyugknbk']"
372,24,372_wattba_staticshock_blacknurse_mostrequestedlive,"['wattba', 'staticshock', 'blacknurse', 'mostrequestedlive', 'static', 'blacklivesmattter', 'pats', 'lfg', 'blackpride', 'qb']","['pats got a black qb. i think blm made it possible', 'static staticshock \nblacklivesmatter blm lordmesaart', 'read and reflect blackpanther blm mostrequestedlive']"
373,24,373_louder_loud_back_carry,"['louder', 'loud', 'back', 'carry', 'whewww', 'blumspew', '3xnori', 'backkk', '2koiwcn84z', 'colleen2301']","['get louder its working blacklivesmatter', 'louder for people in the back 🗣🗣🗣 justiceforgeogefloyd blacklivesmatter', 'say it louder!! 🗣 blacklivesmatter']"
374,24,374_breonnataylor_justice_deserved_interchangeably,"['breonnataylor', 'justice', 'deserved', 'interchangeably', 'robertnulrich', 'beginnings', 'deserves', 'petersweden7', 'aid', 'jk']","['justice for breonnataylor', 'justice for breonnataylor', 'justice for breonnataylor']"
375,24,375_justiceforgeorgefloyd_justiceforfloyd_082grplwfq_y1qljfbfzf,"['justiceforgeorgefloyd', 'justiceforfloyd', '082grplwfq', 'y1qljfbfzf', '0lj2dbsuw4', 'blmlzzaks4', 'artwo', 'ar2sbytyhf', 'z7y3xx68yr', 'dpitpjcged']","['blacklivesmatter justiceforgeorgefloyd georgefloyd nojusticenopeace jamesbaldwin change notesofanativeson… https://t.co/fl5ommvd1v', 'acab blacklivesmatter justiceforgeogefloyd georgefloydprotests thegrove agent provocateurs everywhere you look… https://t.co/nnd0cgzgu8', 'raise your paw ✊🏾 for justice in memory of georgefloyd blacklivesmatter nojusticenopeace justiceforfloyd https://t.co/jrzbvo0lha']"
